Title,Year,Genre,Runtime,Gross,imdbRating,imdbRatingVotes,metascoreRating,rottenRating,metacriticRating
Avatar,2009,"Action, Adventure, Fantasy",162.0,2923706026,7.9,1313610,83.0,82,83
Avengers: Endgame,2019,"Action, Adventure, Drama",181.0,2799439100,8.4,1141629,78.0,94,78
Titanic,1997,"Drama, Romance",194.0,2194690964,7.9,1185567,75.0,88,75
Avatar: The Way of Water,2022,"Action, Adventure, Fantasy",192.0,2177913346,7.8,274520,67.0,77,67
Star Wars: Episode VII - The Force Awakens,2015,"Action, Adventure, Sci-Fi",138.0,2071310218,7.8,936253,80.0,93,80
Avengers: Infinity War,2018,"Action, Adventure, Sci-Fi",149.0,2052415039,8.4,1090272,68.0,85,68
Spider-Man: No Way Home,2021,"Action, Adventure, Fantasy",148.0,1921847111,8.2,765632,71.0,93,71
Jurassic World,2015,"Action, Adventure, Sci-Fi",124.0,1671537444,6.9,648088,59.0,71,59
The Lion King,1994,"Animation, Adventure, Drama",88.0,1663075401,8.5,1063065,88.0,93,88
The Avengers,2012,"Action, Sci-Fi",143.0,1520538536,8.0,1397515,69.0,91,69
Furious 7,2015,"Action, Crime, Thriller",137.0,1515341399,7.1,393693,67.0,81,67
Top Gun: Maverick,2022,"Action, Drama",130.0,1488732821,8.3,511025,78.0,96,78
Frozen II,2019,"Animation, Adventure, Comedy",103.0,1453683476,6.8,176430,64.0,77,64
Avengers: Age of Ultron,2015,"Action, Adventure, Sci-Fi",141.0,1405018048,7.3,868690,66.0,76,66
Black Panther,2018,"Action, Adventure, Sci-Fi",134.0,1349926083,7.3,780443,88.0,96,88
Harry Potter and the Deathly Hallows: Part 2,2011,"Adventure, Family, Fantasy",130.0,1342359942,8.1,882427,85.0,96,85
Star Wars: Episode VIII - The Last Jedi,2017,"Action, Adventure, Fantasy",152.0,1334407706,6.9,636644,84.0,91,84
Jurassic World: Fallen Kingdom,2018,"Action, Adventure, Sci-Fi",128.0,1310466296,6.1,320919,51.0,47,51
Frozen,2013,"Animation, Adventure, Comedy",102.0,1284540518,7.4,630750,75.0,90,75
Beauty and the Beast,1991,"Animation, Family, Fantasy",84.0,1266115964,8.0,458593,95.0,94,95
Incredibles 2,2018,"Animation, Action, Adventure",118.0,1243225667,7.6,301655,80.0,93,80
The Fate of the Furious,2017,"Action, Crime, Thriller",136.0,1236005118,6.6,235460,56.0,67,56
Iron Man 3,2013,"Action, Adventure, Sci-Fi",130.0,1215577205,7.1,856150,62.0,79,62
Minions,2015,"Animation, Adventure, Comedy",91.0,1159444662,6.4,242658,56.0,55,56
Captain America: Civil War,2016,"Action, Sci-Fi",147.0,1155046416,7.8,794549,75.0,90,75
Aquaman,2018,"Action, Adventure, Fantasy",143.0,1148528393,6.8,479976,55.0,65,55
The Lord of the Rings: The Return of the King,2003,"Action, Adventure, Drama",201.0,1146457748,9.0,1855485,94.0,93,94
Spider-Man: Far from Home,2019,"Action, Adventure, Sci-Fi",129.0,1131927996,7.4,499648,69.0,90,69
Captain Marvel,2019,"Action, Adventure, Sci-Fi",123.0,1131416446,6.8,566012,64.0,79,64
Transformers: Dark of the Moon,2011,"Action, Adventure, Sci-Fi",154.0,1123794079,6.2,413439,42.0,35,42
Jurassic Park,1993,"Action, Adventure, Sci-Fi",127.0,1109802321,8.2,996000,68.0,91,68
Skyfall,2012,"Action, Adventure, Thriller",143.0,1108569499,7.8,702698,81.0,92,81
Transformers: Age of Extinction,2014,"Action, Adventure, Sci-Fi",165.0,1104054072,5.6,317525,32.0,17,32
The Dark Knight Rises,2012,"Action, Drama",164.0,1081169825,8.4,1710547,78.0,87,78
Star Wars: Episode IX - The Rise of Skywalker,2019,"Action, Adventure, Fantasy",141.0,1077022372,6.5,455762,53.0,52,53
Joker,2019,"Crime, Drama, Thriller",122.0,1074458282,8.4,1296845,59.0,68,59
Toy Story 4,2019,"Animation, Adventure, Comedy",100.0,1073841394,7.7,254870,84.0,97,84
Toy Story 3,2010,"Animation, Adventure, Comedy",103.0,1067316101,8.3,841546,92.0,98,92
Pirates of the Caribbean: Dead Man's Chest,2006,"Action, Adventure, Fantasy",151.0,1066179747,7.3,724604,53.0,53,53
Rogue One: A Star Wars Story,2016,"Action, Adventure, Sci-Fi",133.0,1058682142,7.8,645631,65.0,84,65
Aladdin,1992,"Animation, Adventure, Comedy",90.0,1054304000,8.0,426051,86.0,95,86
Pirates of the Caribbean: On Stranger Tides,2011,"Action, Adventure, Fantasy",136.0,1046721266,6.6,533388,45.0,33,45
Despicable Me 3,2017,"Animation, Adventure, Comedy",89.0,1034800131,6.2,138633,49.0,59,49
Finding Dory,2016,"Animation, Adventure, Comedy",97.0,1029266989,7.3,280757,77.0,94,77
Star Wars: Episode I - The Phantom Menace,1999,"Action, Adventure, Fantasy",136.0,1027082707,6.5,811622,51.0,51,51
Zootopia,2016,"Animation, Adventure, Comedy",108.0,1025521689,8.0,504900,78.0,98,78
Alice in Wonderland,2010,"Adventure, Family, Fantasy",108.0,1025468216,6.4,420283,53.0,51,53
Harry Potter and the Sorcerer's Stone,2001,"Adventure, Family, Fantasy",152.0,1023842938,7.6,789022,65.0,81,65
The Hobbit: An Unexpected Journey,2012,Fantasy,169.0,1017030651,7.8,834219,58.0,64,58
The Dark Knight,2008,"Action, Crime, Drama",152.0,1006234167,9.0,2667813,84.0,94,84
Jurassic World: Dominion,2022,"Action, Adventure, Sci-Fi",147.0,1001978080,5.7,167980,38.0,29,38
Jumanji: Welcome to the Jungle,2017,"Action, Adventure, Comedy",119.0,995339117,6.9,387238,58.0,76,58
Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure, Family, Fantasy",146.0,977070383,7.7,555620,65.0,77,65
Despicable Me 2,2013,"Animation, Adventure, Comedy",98.0,970766005,7.3,404797,62.0,75,62
The Lion King,1994,"Animation, Adventure, Drama",88.0,968511805,8.5,1063065,88.0,93,88
The Jungle Book,2016,"Adventure, Drama, Family",106.0,967724775,7.4,280192,77.0,94,77
The Hobbit: The Battle of the Five Armies,2014,"Adventure, Fantasy",144.0,962201338,7.4,539012,59.0,59,59
Pirates of the Caribbean: At World's End,2007,"Action, Adventure, Fantasy",169.0,961691209,7.1,656596,50.0,44,50
The Hobbit: The Desolation of Smaug,2013,"Adventure, Fantasy",161.0,959027992,7.8,668778,66.0,74,66
Doctor Strange in the Multiverse of Madness,2022,"Action, Adventure, Fantasy",126.0,955775804,6.9,420496,60.0,74,60
The Lord of the Rings: The Two Towers,2002,"Action, Adventure, Drama",179.0,947944270,8.8,1676152,87.0,95,87
Harry Potter and the Order of the Phoenix,2007,"Action, Adventure, Family",138.0,942278045,7.5,589592,71.0,78,71
Finding Nemo,2003,"Animation, Adventure, Comedy",100.0,941637960,8.2,1050222,90.0,99,90
Minions: The Rise of Gru,2022,"Animation, Adventure, Comedy",87.0,939628210,6.6,66463,56.0,70,56
Harry Potter and the Half-Blood Prince,2009,"Action, Adventure, Family",153.0,934504700,7.6,552861,78.0,84,78
Shrek 2,2004,"Animation, Adventure, Comedy",93.0,928760770,7.3,470459,75.0,89,75
Harry Potter and the Chamber of Secrets,2002,"Adventure, Family, Fantasy",161.0,925054421,7.4,642740,63.0,82,63
Bohemian Rhapsody,2018,"Biography, Drama, Music",134.0,910809311,7.9,543721,49.0,60,49
The Battle at Lake Changjin,2021,"Action, Drama, History",176.0,902548476,5.4,3350,,36,49
The Lord of the Rings: The Fellowship of the Ring,2001,"Action, Adventure, Drama",178.0,898204420,8.8,1884994,92.0,91,92
Harry Potter and the Goblet of Fire,2005,"Adventure, Family, Fantasy",157.0,896815106,7.7,633780,81.0,88,81
Spider-Man 3,2007,"Action, Adventure, Sci-Fi",139.0,894983373,6.3,596770,59.0,63,59
The Secret Life of Pets,2016,"Animation, Adventure, Comedy",87.0,894328469,6.5,205259,61.0,72,61
Ice Age: Dawn of the Dinosaurs,2009,"Animation, Adventure, Comedy",94.0,886686817,6.9,249294,50.0,46,50
Spectre,2015,"Action, Adventure, Thriller",148.0,880705312,6.8,445276,60.0,63,60
Spider-Man: Homecoming,2017,"Action, Adventure, Sci-Fi",133.0,880166924,7.4,664001,73.0,92,73
Ice Age: Continental Drift,2012,"Animation, Adventure, Comedy",88.0,877244782,6.5,212688,49.0,37,49
Batman v Superman: Dawn of Justice,2016,"Action, Adventure, Sci-Fi",151.0,873637528,6.4,704091,44.0,29,44
Wolf Warrior 2,2017,"Action, Adventure, Drama",123.0,870325439,5.9,8225,44.0,71,44
Star Wars: Episode III - Revenge of the Sith,2005,"Action, Adventure, Fantasy",140.0,868390560,7.6,798111,68.0,79,68
The Hunger Games: Catching Fire,2013,"Action, Adventure, Sci-Fi",146.0,865011746,7.5,670914,76.0,90,76
Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy",136.0,863756051,7.6,687044,67.0,85,67
Inside Out,2015,"Animation, Adventure, Comedy",95.0,858848019,8.2,720717,94.0,98,94
Venom,2018,"Action, Adventure, Sci-Fi",112.0,856085151,6.6,491706,35.0,30,35
Thor: Ragnarok,2017,"Action, Adventure, Comedy",130.0,855301806,7.9,759104,74.0,93,74
The Twilight Saga: Breaking Dawn - Part 2,2012,"Adventure, Drama, Fantasy",115.0,848853382,5.5,251882,52.0,49,52
Black Panther: Wakanda Forever,2022,"Action, Adventure, Drama",161.0,842788950,7.3,152033,67.0,84,67
Inception,2010,"Action, Adventure, Sci-Fi",148.0,836848102,8.8,2365987,74.0,87,74
Transformers: Revenge of the Fallen,2009,"Action, Adventure, Sci-Fi",149.0,836303693,5.9,410823,35.0,20,35
Spider-Man,2002,"Action, Adventure, Sci-Fi",121.0,825025036,7.4,824118,73.0,90,73
Wonder Woman,2017,"Action, Adventure, Fantasy",141.0,822854286,7.4,663940,76.0,93,76
Wonder Woman,2017,"Action, Adventure, Fantasy",141.0,822009764,7.4,663940,76.0,93,76
Independence Day,1996,"Action, Adventure, Sci-Fi",145.0,817400891,7.0,579210,59.0,67,59
Coco,2017,"Animation, Adventure, Comedy",105.0,814337054,8.4,515671,81.0,97,81
Fantastic Beasts and Where to Find Them,2016,"Adventure, Family, Fantasy",132.0,814044001,7.2,480837,66.0,74,66
Shrek the Third,2007,"Animation, Adventure, Comedy",93.0,813367380,6.1,312304,58.0,41,58
Jumanji: The Next Level,2019,"Action, Adventure, Comedy",123.0,801693929,6.7,255710,58.0,71,58
Harry Potter and the Prisoner of Azkaban,2004,"Adventure, Family, Fantasy",142.0,797660766,7.9,641720,82.0,90,82
Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Action, Adventure, Fantasy",129.0,795922298,6.5,317011,39.0,30,39
E.T. the Extra-Terrestrial,1982,"Adventure, Family, Sci-Fi",115.0,792910554,7.9,414776,91.0,99,91
Mission: Impossible - Fallout,2018,"Action, Adventure, Thriller",147.0,791657398,7.7,337282,86.0,97,86
2012,2009,"Action, Adventure, Sci-Fi",158.0,791217826,5.8,381635,49.0,39,49
Indiana Jones and the Kingdom of the Crystal Skull,2008,"Action, Adventure",122.0,790653942,6.2,459179,65.0,78,65
Spider-Man 2,2004,"Action, Adventure, Sci-Fi",127.0,788976453,7.4,659942,83.0,93,83
Fast & Furious 6,2013,"Action, Crime, Thriller",130.0,788680968,7.0,398026,61.0,70,61
Deadpool 2,2018,"Action, Adventure, Comedy",119.0,785896609,7.7,589385,66.0,84,66
Deadpool,2016,"Action, Comedy",108.0,782836791,8.0,1046002,65.0,85,65
Star Wars: Episode IV - A New Hope,1977,"Action, Adventure, Fantasy",121.0,775398007,8.6,1370915,90.0,93,90
No Time to Die,2021,"Action, Adventure, Thriller",163.0,774153007,7.3,406310,68.0,83,68
Interstellar,2014,"Adventure, Drama, Sci-Fi",169.0,773867216,8.6,1848774,74.0,73,74
Guardians of the Galaxy,2014,"Action, Adventure, Comedy",121.0,773350147,8.0,1187126,76.0,92,76
The Batman,2022,"Action, Crime, Drama",176.0,770945583,7.8,657733,72.0,85,72
Thor: Love and Thunder,2022,"Action, Adventure, Comedy",118.0,760928081,6.3,341744,57.0,63,57
Fast & Furious Presents: Hobbs & Shaw,2019,"Action, Adventure, Thriller",137.0,760732926,6.5,216296,60.0,68,60
The Da Vinci Code,2006,"Mystery, Thriller",149.0,760006945,6.6,437931,46.0,25,46
Maleficent,2014,"Adventure, Family, Fantasy",97.0,759853685,6.9,380516,56.0,54,56
The Amazing Spider-Man,2012,"Action, Adventure, Sci-Fi",136.0,757930663,6.9,661893,66.0,71,66
The Hunger Games: Mockingjay - Part 1,2014,"Action, Adventure, Sci-Fi",123.0,755356711,6.6,461442,64.0,69,64
Shrek Forever After,2010,"Animation, Adventure, Comedy",95.0,752600867,6.3,208721,58.0,57,58
Gravity,2013,"Drama, Sci-Fi, Thriller",91.0,748049949,7.7,831688,96.0,96,96
Madagascar 3: Europe's Most Wanted,2012,"Animation, Adventure, Comedy",93.0,746921274,6.8,184708,60.0,78,60
Suicide Squad,2016,"Action, Adventure, Fantasy",123.0,746846894,5.9,690017,40.0,26,40
X-Men: Days of Future Past,2014,"Action, Adventure, Sci-Fi",132.0,746045700,7.9,716538,75.0,90,75
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"Adventure, Family, Fantasy",143.0,745013115,6.9,404545,75.0,75,75
Monsters University,2013,"Animation, Adventure, Comedy",104.0,743559645,7.2,364722,65.0,80,65
The Matrix Reloaded,2003,"Action, Sci-Fi",138.0,741847937,7.2,599834,62.0,73,62
Up,2009,"Animation, Adventure, Comedy",96.0,735099102,8.3,1048998,88.0,98,88
Ne Zha,2019,"Animation, Action, Adventure",110.0,726264074,7.4,7828,54.0,88,54
F9: The Fast Saga,2021,"Action, Crime, Thriller",143.0,726229501,5.2,134828,58.0,60,58
Captain America: The Winter Soldier,2014,"Action, Adventure, Sci-Fi",136.0,714421503,7.8,851966,70.0,90,70
The Twilight Saga: Breaking Dawn - Part 1,2011,"Adventure, Drama, Fantasy",117.0,712205856,4.9,243547,45.0,25,45
The Twilight Saga: New Moon,2009,"Adventure, Drama, Fantasy",130.0,711025481,4.7,287735,44.0,29,44
Dawn of the Planet of the Apes,2014,"Action, Adventure, Drama",130.0,710644566,7.6,445431,79.0,91,79
Transformers,2007,"Action, Adventure, Sci-Fi",144.0,709709780,7.0,642948,61.0,58,61
The Amazing Spider-Man 2,2014,"Action, Adventure, Sci-Fi",142.0,708982323,6.6,503529,53.0,51,53
It,2017,Horror,135.0,701842551,7.3,555666,69.0,86,69
The Wandering Earth,2019,"Action, Adventure, Sci-Fi",125.0,699992512,5.9,31253,57.0,70,57
The Twilight Saga: Eclipse,2010,"Action, Adventure, Drama",124.0,698509825,5.0,249359,58.0,47,58
Mission: Impossible - Ghost Protocol,2011,"Action, Adventure, Thriller",132.0,694713380,7.4,495097,73.0,93,73
Mamma Mia!,2008,"Comedy, Musical, Romance",108.0,694476782,6.5,250689,51.0,55,51
The Hunger Games,2012,"Action, Adventure, Sci-Fi",142.0,694394724,7.2,925414,68.0,84,68
Detective Chinatown 3,2021,"Action, Adventure, Comedy",136.0,686257563,5.6,2161,,84,68
Mission: Impossible - Rogue Nation,2015,"Action, Adventure, Thriller",131.0,682716636,7.4,378289,75.0,94,75
Forrest Gump,1994,"Drama, Romance",142.0,678226465,8.8,2093111,82.0,71,82
Doctor Strange,2016,"Action, Adventure, Fantasy",115.0,677796076,7.5,749491,72.0,89,72
The Sixth Sense,1999,"Drama, Mystery, Thriller",107.0,672806432,8.2,997722,64.0,86,64
Man of Steel,2013,"Action, Adventure, Sci-Fi",143.0,668045518,7.1,776810,55.0,56,55
Ice Age: The Meltdown,2006,"Animation, Adventure, Comedy",91.0,667094506,6.8,281602,59.0,57,59
Kung Fu Panda 2,2011,"Animation, Action, Adventure",90.0,665692281,7.2,289953,67.0,81,67
Moana,2016,"Animation, Adventure, Comedy",107.0,665069139,7.6,340927,81.0,95,81
Justice League,2017,"Action, Adventure, Fantasy",120.0,657926987,6.1,456700,45.0,39,45
Big Hero 6,2014,"Animation, Action, Adventure",102.0,657869686,7.8,466946,74.0,90,74
Fantastic Beasts: The Crimes of Grindelwald,2018,"Adventure, Family, Fantasy",134.0,654855901,6.5,287553,52.0,36,52
Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action, Adventure, Fantasy",143.0,654264015,8.1,1135637,63.0,80,63
Men in Black 3,2012,"Action, Adventure, Comedy",106.0,654213485,6.8,367574,58.0,67,58
Star Wars: Episode II - Attack of the Clones,2002,"Action, Adventure, Fantasy",142.0,653779970,6.6,717269,54.0,65,54
The Hunger Games: Mockingjay - Part 2,2015,"Action, Adventure, Sci-Fi",137.0,653428261,6.5,331959,65.0,70,65
Thor: The Dark World,2013,"Action, Adventure, Fantasy",112.0,644783140,6.8,689295,54.0,66,54
Sing,2016,"Animation, Comedy, Family",108.0,634338384,7.1,174182,59.0,71,59
Kung Fu Panda,2008,"Animation, Action, Adventure",92.0,632083197,7.6,477270,74.0,87,74
The Incredibles,2004,"Animation, Action, Adventure",115.0,631607053,8.0,745045,90.0,87,90
The Martian,2015,"Adventure, Drama, Sci-Fi",144.0,630620818,8.0,862737,80.0,91,80
Hancock,2008,"Action, Drama, Fantasy",92.0,629443428,6.4,488045,49.0,41,49
Water Gate Bridge,2022,"Action, Drama, History",153.0,626571697,5.4,976,,41,49
Fast Five,2011,"Action, Crime, Thriller",130.0,626137675,7.3,385115,66.0,78,66
Iron Man 2,2010,"Action, Sci-Fi",124.0,623933331,6.9,824376,57.0,71,57
Ratatouille,2007,"Animation, Adventure, Comedy",111.0,623726085,8.1,745355,96.0,96,96
Ant-Man and the Wasp,2018,"Action, Adventure, Comedy",118.0,622674139,7.0,408252,70.0,87,70
How to Train Your Dragon 2,2014,"Animation, Action, Adventure",102.0,621537519,7.8,339762,77.0,92,77
Logan,2017,"Action, Drama, Sci-Fi",137.0,619179950,8.1,770520,77.0,94,77
The Lost World: Jurassic Park,1997,"Action, Adventure, Sci-Fi",129.0,618638999,6.5,421822,59.0,54,59
Casino Royale,2006,"Action, Adventure, Thriller",144.0,616505162,8.0,663119,80.0,94,80
The Passion of the Christ,2004,Drama,127.0,612054506,7.2,233908,47.0,49,47
Life of Pi,2012,"Adventure, Drama, Fantasy",127.0,609016565,7.9,635429,79.0,86,79
Transformers: The Last Knight,2017,"Action, Adventure, Sci-Fi",154.0,605425157,5.2,154838,27.0,16,27
Madagascar: Escape 2 Africa,2008,"Animation, Adventure, Comedy",89.0,603900354,6.6,231268,61.0,64,61
War of the Worlds,2005,"Action, Adventure, Sci-Fi",116.0,603873119,6.5,453340,73.0,75,73
Tangled,2010,"Animation, Adventure, Comedy",100.0,592462816,7.7,459498,71.0,89,71
Ready Player One,2018,"Action, Adventure, Sci-Fi",140.0,592241728,7.4,442904,64.0,72,64
Quantum of Solace,2008,"Action, Adventure, Mystery",106.0,589580482,6.6,453134,58.0,64,58
Men in Black,1997,"Action, Adventure, Comedy",98.0,589390539,7.3,574973,71.0,91,71
The Croods,2013,"Animation, Adventure, Comedy",98.0,587235983,7.2,218050,55.0,71,55
The Hangover Part II,2011,Comedy,102.0,586764305,6.5,505918,44.0,34,44
Iron Man,2008,"Action, Adventure, Sci-Fi",126.0,585796247,7.9,1065451,79.0,94,79
I Am Legend,2007,"Action, Drama, Sci-Fi",101.0,585410052,7.2,764752,65.0,68,65
"Monsters, Inc.",2001,"Animation, Adventure, Comedy",92.0,579707738,8.1,913591,79.0,96,79
Operation Red Sea,2018,"Action, Drama, Thriller",142.0,579330426,6.6,7414,,80,79
Night at the Museum,2006,"Adventure, Comedy, Family",108.0,574481229,6.4,354484,48.0,43,48
Fifty Shades of Grey,2015,"Drama, Romance, Thriller",125.0,569651467,4.2,322884,46.0,24,46
Kong: Skull Island,2017,"Action, Adventure, Fantasy",118.0,566652812,6.6,323640,62.0,75,62
The Smurfs,2011,"Animation, Adventure, Comedy",103.0,563749323,5.4,91816,30.0,21,30
Cars 2,2011,"Animation, Adventure, Comedy",106.0,559852396,6.2,194440,57.0,39,57
King Kong,2005,"Action, Adventure, Drama",187.0,556906378,7.2,428002,81.0,84,81
Puss in Boots,2011,"Animation, Adventure, Comedy",90.0,554987477,6.6,167659,65.0,86,65
The Mermaid,2016,"Comedy, Drama, Fantasy",94.0,553810228,6.2,9540,69.0,95,69
Armageddon,1998,"Action, Adventure, Sci-Fi",151.0,553709788,6.7,430691,42.0,38,42
The Day After Tomorrow,2004,"Action, Adventure, Sci-Fi",124.0,552639571,6.4,454183,47.0,45,47
Ted,2012,Comedy,106.0,549368315,6.9,620990,62.0,69,62
American Sniper,2014,"Action, Biography, Drama",133.0,547459020,7.3,492934,72.0,72,72
Mission: Impossible II,2000,"Action, Adventure, Thriller",123.0,546388108,6.1,347269,59.0,72,59
Detective Chinatown 2,2018,"Action, Comedy, Mystery",121.0,544185156,6.1,2779,48.0,54,48
X-Men: Apocalypse,2016,"Action, Adventure, Sci-Fi",144.0,543934105,6.9,439740,52.0,47,52
Sherlock Holmes: A Game of Shadows,2011,"Action, Adventure, Mystery",129.0,543848418,7.4,459891,48.0,59,48
Despicable Me,2010,"Animation, Adventure, Comedy",95.0,543157985,7.6,552705,72.0,80,72
Cinderella,2015,"Adventure, Drama, Family",105.0,542358331,6.9,179725,67.0,83,67
Madagascar,2005,"Animation, Adventure, Comedy",86.0,542063846,6.9,409965,57.0,55,57
World War Z,2013,"Action, Adventure, Horror",116.0,540455876,7.0,674373,63.0,66,63
Brave,2012,"Animation, Adventure, Comedy",93.0,538983207,7.1,416132,69.0,79,69
Star Wars: Episode V - The Empire Strikes Back,1980,"Action, Adventure, Fantasy",124.0,538375067,8.7,1299202,82.0,94,82
The Simpsons Movie,2007,"Animation, Adventure, Comedy",87.0,536414293,7.3,333932,80.0,87,80
The Revenant,2015,"Action, Adventure, Drama",156.0,532950503,8.0,810506,76.0,78,76
The Meg,2018,"Action, Horror, Sci-Fi",113.0,530517320,5.6,173968,46.0,46,46
Ralph Breaks the Internet,2018,"Animation, Adventure, Comedy",112.0,529323962,7.0,164816,71.0,88,71
Hotel Transylvania 3: Summer Vacation,2018,"Animation, Adventure, Comedy",97.0,528583774,6.3,76218,54.0,62,54
The Boss Baby,2017,"Animation, Adventure, Comedy",97.0,527965936,6.3,129967,50.0,53,50
Dunkirk,2017,"Action, Drama, History",106.0,527016307,7.8,667100,94.0,92,94
The Grinch,2018,"Animation, Comedy, Family",85.0,526760632,6.4,76789,51.0,59,51
Godzilla,2014,"Action, Adventure, Sci-Fi",123.0,524976069,6.4,417918,62.0,76,62
How to Train Your Dragon: The Hidden World,2019,"Animation, Action, Adventure",104.0,524580592,7.4,132526,71.0,90,71
Sherlock Holmes,2009,"Action, Adventure, Mystery",128.0,524028679,7.6,639165,57.0,69,57
Meet the Fockers,2004,"Comedy, Romance",115.0,522657936,6.3,274436,41.0,38,41
WALL·E,2008,"Animation, Adventure, Family",98.0,521311890,8.4,1123158,95.0,95,95
Kung Fu Panda 3,2016,"Animation, Action, Adventure",95.0,521170825,7.1,163610,66.0,86,66
Terminator 2: Judgment Day,1991,"Action, Sci-Fi",137.0,520881154,8.6,1105436,75.0,93,75
Ant-Man,2015,"Action, Comedy, Sci-Fi",117.0,519311965,7.3,672901,64.0,83,64
Venom: Let There Be Carnage,2021,"Action, Sci-Fi, Thriller",97.0,506863592,5.9,228423,49.0,57,49
Ghost,1990,"Drama, Fantasy, Romance",127.0,505703557,7.1,221166,52.0,75,52
Aladdin,1992,"Animation, Adventure, Comedy",90.0,504050219,8.0,426051,86.0,95,86
Gladiator,2000,"Action, Adventure, Drama",155.0,503162313,8.5,1508916,67.0,79,67
Rio 2,2014,"Animation, Adventure, Comedy",101.0,498781117,6.3,92878,49.0,48,49
Troy,2004,Drama,163.0,497409852,7.3,540792,56.0,53,56
Toy Story 2,1999,"Animation, Adventure, Comedy",92.0,497375381,7.9,586725,88.0,100,88
How to Train Your Dragon,2010,"Animation, Action, Adventure",98.0,494879471,8.1,746809,75.0,99,75
Twister,1996,"Action, Adventure, Thriller",113.0,494580615,6.4,199217,68.0,63,68
Oz the Great and Powerful,2013,"Adventure, Family, Fantasy",130.0,493311825,6.3,209599,44.0,56,44
Clash of the Titans,2010,"Action, Adventure, Fantasy",106.0,493214993,5.8,284882,39.0,27,39
Maleficent: Mistress of Evil,2019,"Adventure, Family, Fantasy",119.0,491730089,6.6,107830,43.0,39,43
War for the Planet of the Apes,2017,"Action, Adventure, Drama",140.0,490719763,7.4,261283,82.0,94,82
Shrek,2001,"Animation, Adventure, Comedy",90.0,488441368,7.9,685195,84.0,88,84
Mr. & Mrs. Smith,2005,"Action, Comedy, Crime",120.0,487287646,6.5,503558,55.0,59,55
Angels & Demons,2009,"Action, Mystery, Thriller",138.0,485930816,6.7,296431,48.0,37,48
Teenage Mutant Ninja Turtles,2014,"Action, Adventure, Comedy",101.0,485004754,5.8,212947,31.0,21,31
Bruce Almighty,2003,"Comedy, Fantasy",101.0,484592874,6.8,409582,46.0,48,46
The King's Speech,2010,"Biography, Drama, History",118.0,484068861,8.0,684097,88.0,94,88
Rio,2011,"Animation, Adventure, Comedy",96.0,483866772,6.9,231932,63.0,72,63
Saving Private Ryan,1998,"Drama, War",169.0,482349603,8.6,1399028,91.0,94,91
Rise of the Planet of the Apes,2011,"Action, Drama, Sci-Fi",105.0,481800873,7.6,532985,68.0,82,68
Home Alone,1990,"Comedy, Family",103.0,476684675,7.7,595952,63.0,66,63
Jaws,1975,"Adventure, Thriller",124.0,476512065,8.1,612070,87.0,97,87
Hotel Transylvania 2,2015,"Animation, Adventure, Comedy",89.0,475186706,6.6,130868,44.0,55,44
Star Wars: Episode VI - Return of the Jedi,1983,"Action, Adventure, Fantasy",131.0,475106177,8.3,1060319,58.0,83,58
Charlie and the Chocolate Factory,2005,"Adventure, Comedy, Family",115.0,474968763,6.7,487928,72.0,83,72
Indiana Jones and the Last Crusade,1989,"Action, Adventure",127.0,474171806,8.2,760524,65.0,88,65
San Andreas,2015,"Action, Adventure, Thriller",114.0,474009154,6.1,241052,43.0,48,43
It Chapter Two,2019,"Drama, Fantasy, Horror",169.0,473122525,6.5,271012,58.0,62,58
La La Land,2016,"Comedy, Drama, Music",128.0,471996371,8.0,597208,94.0,91,94
Wreck-It Ralph,2012,"Animation, Adventure, Comedy",101.0,471222889,7.7,428651,72.0,87,72
Godzilla vs. Kong,2021,"Action, Sci-Fi, Thriller",113.0,470116094,6.3,212958,59.0,75,59
The Hangover,2009,Comedy,100.0,469328079,7.7,792733,73.0,79,73
Lucy,2014,"Action, Sci-Fi, Thriller",89.0,469058574,6.4,502951,61.0,66,61
The Lego Movie,2014,"Animation, Action, Adventure",100.0,468266122,7.7,360502,83.0,96,83
Bumblebee,2018,"Action, Adventure, Sci-Fi",114.0,467989645,6.7,169286,66.0,91,66
Star Trek Into Darkness,2013,"Action, Adventure, Sci-Fi",132.0,467365246,7.7,486172,72.0,84,72
The Matrix,1999,"Action, Sci-Fi",136.0,467222728,8.7,1919000,73.0,88,73
Pretty Woman,1990,"Comedy, Romance",119.0,463406268,7.1,330893,51.0,66,51
Cars,2006,"Animation, Adventure, Comedy",117.0,461991867,7.2,428427,73.0,74,73
The Eight Hundred,2020,"Action, Drama, History",149.0,461421559,6.7,6087,64.0,88,64
X-Men: The Last Stand,2006,"Action, Adventure, Sci-Fi",104.0,460435291,6.6,521404,58.0,57,58
Moon Man,2022,"Comedy, Sci-Fi",122.0,460237662,6.5,906,,57,58
National Treasure: Book of Secrets,2007,"Action, Adventure, Mystery",124.0,459242249,6.5,241832,48.0,36,48
National Treasure: Book of Secrets,2007,"Action, Adventure, Mystery",124.0,457696391,6.5,241832,48.0,36,48
300,2006,"Action, Drama",117.0,456082343,7.6,826361,52.0,61,52
